POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,RATIO
Dealer,0,1,3,BHK,2118.644068,1,1,"Kondhwa,Pune",18.52361,73.84778,130.0,16.2972620615385
Dealer,0,0,3,BHK,2118.644068,1,1,"Nigdi,Pune",18.649985,73.76243000000000,130.0,16.2972620615385
Dealer,0,0,2,BHK,1100.0651890000000,1,1,"Marathahalli,Bangalore",12.95619,77.70194000000000,67.5,16.2972620592593
Dealer,1,1,3,BHK,1157.105606,0,1,"Sarjapur Road,Bangalore",12.86,77.786,71.0,16.297262056338
Dealer,1,0,3,BHK,1099.8859380000000,0,1,"Bavdhan,Pune",18.510418000000000,73.781944,67.5,16.2946064888889
Dealer,0,0,3,BHK,2118.298843,1,1,"Vazhakkala,Kochi",9.930471,76.271273,130.0,16.2946064846154
Dealer,0,0,2,BHK,777.1260997,1,1,"Madipakkam,Chennai",12.9623,80.1986,47.7,16.2919517756813
Dealer,0,1,3,BHK,1515.151515,1,1,"Bommanahalli,Bangalore",12.907374,77.625811,93.0,16.2919517741935
Dealer,0,0,2,BHK,1127.219417,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,69.2,16.289297933526
Dealer,0,1,3,BHK,2932.073628,1,1,"Sector-112 Gurgaon,Gurgaon",28.525772000000000,77.013644,180.0,16.2892979333333
Dealer,0,0,3,BHK,1791.822772,1,0,"Pallikaranai,Chennai",12.9377,80.2153,110.0,16.2892979272727
Owner,0,1,3,BHK,1791.530945,1,1,"Sector-18 Vasundhara,Ghaziabad",28.659980000000000,77.37027900000000,110.0,16.2866449545455
Owner,0,0,2,BHK,1139.879498,1,1,"Gottigere,Bangalore",12.858535,77.590438,70.0,16.2839928285714
Dealer,0,0,2,BHK,985.0211657,1,1,"Sector-4 Vaishali,Ghaziabad",28.644695000000000,77.33895600000000,60.5,16.2813415818182
Dealer,0,0,3,BHK,1400.195376,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,86.0,16.2813415813953
Dealer,0,0,3,BHK,1400.195376,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,86.0,16.2813415813953
Dealer,0,0,2,BHK,700.097688,1,1,"Tingre Nagar,Pune",18.52361,73.84778,43.0,16.2813415813953
Dealer,0,1,2,BHK,1058.114928,1,1,"Sus,Pune",18.539812,73.737678,65.0,16.2786912
Dealer,0,0,2,BHK,1172.065766,1,1,"NIBM,Pune",18.475864,73.89000900000000,72.0,16.2786911944444
Dealer,1,1,1,BHK,585.9375,0,1,"Bhugaon,Pune",18.501280000000000,73.75016,36.0,16.2760416666667
Dealer,0,0,3,BHK,1302.083333,1,1,"Kasba,Kolkata",22.519728,88.38573000000000,80.0,16.2760416625
Dealer,1,1,2,BHK,1057.942708,0,1,"Thanisandra,Bangalore",13.055985,77.622157,65.0,16.2760416615385
Dealer,0,0,3,BHK,1790.07323,1,1,"Dum Dum,Kolkata",22.648322,88.4431525,110.0,16.273393
Owner,0,0,3,BHK,1790.07323,1,1,"Thanisandra,Bangalore",13.055985,77.622157,110.0,16.273393
Dealer,0,1,3,BHK,1430.1985030000000,1,1,"Hebbal,Bangalore",13.040340000000000,77.591347,87.9,16.2707451990899
Dealer,1,0,3,BHK,1350.032531,0,1,"Hinjewadi,Pune",18.5853,73.7413,83.0,16.2654521807229
Owner,0,0,3,BHK,1545.217957,1,1,"Nayandanahalli,Bangalore",12.96991,77.59796,95.0,16.2654521789474
Dealer,1,1,2,BHK,1093.038386,0,1,"Tathawade,Pune",18.6182,73.7447,67.2,16.265452172619
Dealer,0,0,2,BHK,1349.812978,1,1,"Sector-49 Chandigarh,Chandigarh",30.692243000000000,76.750614,83.0,16.2628069638554
Dealer,1,1,3,BHK,1411.6116440000000,0,0,"Pallavaram,Chennai",12.968,80.1502,86.8,16.2628069585253
Dealer,1,1,2,BHK,899.1869919,0,0,"Yelahanka,Bangalore",13.11389,77.59833,55.3,16.26016260217
Owner,0,0,2,BHK,980.4878049,1,1,"Ambegaon,Pune",19.116670000000000,73.73333000000000,60.3,16.26016260199
Dealer,0,0,3,BHK,1250.4065040000000,1,1,"Chromepet,Chennai",12.95161,80.14097,76.9,16.2601626007802
Dealer,0,0,2,BHK,1056.910569,1,1,"Pashan,Pune",18.5442,73.7948,65.0,16.2601626
Dealer,0,0,2,BHK,1008.130081,1,1,"Picnic Garden,Kolkata",22.54111,88.33778000000000,62.0,16.2601625967742
Owner,0,0,3,BHK,1300.178775,1,1,"Ayanambakkam,Chennai",13.077175,80.151453,80.0,16.2522346875
Dealer,0,0,3,BHK,1300.178775,1,1,"Lake Gardens,Kolkata",22.507959,88.353262,80.0,16.2522346875
Owner,0,0,3,BHK,1300.178775,1,1,"Vasundhara,Ghaziabad",28.659980000000000,77.37027900000000,80.0,16.2522346875
Owner,0,0,2,BHK,1300.178775,1,1,"Rustam Bagh Layout,Bangalore",12.96991,77.59796,80.0,16.2522346875
Owner,0,0,2,BHK,1300.178775,1,1,"Vibuthipura,Bangalore",12.96991,77.59796,80.0,16.2522346875
Dealer,0,0,1,BHK,650.0893873,1,1,"Sector-18 Ulwe,Mumbai",18.973908000000000,73.02510600000000,40.0,16.2522346825
Dealer,0,0,1,BHK,650.0893873,1,1,"Sector 20 Ulwe,Maharashtra",18.964489,73.019574,40.0,16.2522346825
Dealer,0,0,1,BHK,650.0893873,1,1,"Ulwe,Mumbai",18.973908000000000,73.02510600000000,40.0,16.2522346825
Dealer,1,1,1,BHK,650.0893873,0,1,"Dombivli (East),Lalitpur",19.2167,73.0833,40.0,16.2522346825
Dealer,0,0,1,BHK,650.0893873,1,1,"Sector 19 Ulwe,Lalitpur",19.049989,73.077321,40.0,16.2522346825
Dealer,0,0,1,BHK,715.0983260000000,1,1,"Undri,Pune",18.452663,73.93104,44.0,16.2522346818182
Dealer,1,1,1,BHK,872.7450024,0,1,"Panvel,Lalitpur",18.966114,73.148278,53.7,16.2522346815642
Owner,0,0,2,BHK,601.3326832,1,1,"Sector-21 Noida,Noida",28.5889,77.3352,37.0,16.2522346810811
Owner,0,0,2,BHK,1365.187713,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,84.0,16.2522346785714
Dealer,1,0,2,BHK,1286.967826,0,1,"Mahalunge,Pune",18.573994,73.753171,79.2,16.2495937626263
Owner,0,0,1,BHK,649.9837504,1,1,"Rajendra Nagar,Kolhapur",16.669532,74.239028,40.0,16.24959376
Dealer,0,0,2,BHK,918.1020474,1,1,"Dombivli (East),Mumbai",19.2167,73.0833,56.5,16.249593759292
Dealer,0,0,3,BHK,1786.5843760000000,1,1,"Sector-93 B Noida,Noida",28.5216,77.3863,110.0,16.2416761454545
Owner,0,0,2,BHK,812.083807,1,1,"Manewada,Nagpur",21.093676000000000,79.111965,50.0,16.24167614
Dealer,1,1,2,BHK,1093.0648040000000,0,1,"Tathawade,Pune",18.6182,73.7447,67.3,16.2416761367013
Dealer,0,1,2,BHK,1036.050666,1,1,"Katraj Kondhwa Road,Pune",18.433704000000000,73.853275,63.8,16.2390386520376
Owner,0,0,3,BHK,1786.0042210000000,1,1,"Thanisandra,Bangalore",13.055985,77.622157,110.0,16.2364020090909
Dealer,0,0,3,BHK,1785.714286,1,1,"E M Bypass,Kolkata",22.54111,88.33778000000000,110.0,16.2337662363636
Dealer,0,0,3,BHK,2435.0649350000000,1,1,"Royal Vatika,Kota",25.025959,75.873414,150.0,16.2337662333333
Owner,0,0,3,BHK,2435.0649350000000,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,150.0,16.2337662333333
Owner,0,0,3,BHK,974.025974,1,1,"Pammal,Chennai",12.975,80.13472,60.0,16.2337662333333
Dealer,0,1,2,BHK,1334.1989940000000,1,1,"Hinjewadi,Pune",18.5853,73.7413,82.2,16.2311313138686
Dealer,0,1,4,BHK,4544.716767,1,1,"Sector-108 Noida,Noida",28.526624000000000,77.37671800000000,280.0,16.2311313107143
Dealer,0,0,2,BHK,1055.023535,1,1,"Doddanekundi,Bangalore",12.980033,77.69932800000000,65.0,16.2311313076923
Owner,0,0,2,BHK,1119.94806,1,1,"Sarjapur Road,Bangalore",12.86,77.786,69.0,16.2311313043478
Dealer,0,0,3,BHK,1785.134697,1,1,"Arya Village,Bhubaneswar",20.248156000000000,85.79584400000000,110.0,16.2284972454545
Dealer,0,0,2,BHK,860.1103538000000,1,1,"Camp Road,Chennai",13.09,80.27,53.0,16.2284972415094
Dealer,0,0,3,BHK,1622.586403,1,1,"Kothanur,Bangalore",12.581437,77.322174,100.0,16.22586403
Owner,0,1,3,BHK,1395.197923,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,86.0,16.2232316627907
Dealer,1,1,3,BHK,2108.678021,0,1,"Sector-150 Noida,Noida",28.429614,77.481711,130.0,16.2206001615385
Dealer,1,1,3,BHK,1622.060016,0,1,"Sarjapur Road,Bangalore",12.86,77.786,100.0,16.22060016
Dealer,0,0,3,BHK,1622.060016,1,1,"Sector-70 Mohali,Mohali",30.697795000000000,76.714722,100.0,16.22060016
Owner,0,0,2,BHK,1200.1297440000000,1,1,"Nyay Khand 1,Ghaziabad",28.9196,76.8972,74.0,16.2179695135135
Owner,0,0,2,BHK,600.0648719,1,1,"Sector-70 Mohali,Mohali",30.697795000000000,76.714722,37.0,16.2179695108108
Owner,0,0,2,BHK,1135.0737800000000,1,1,"Sector-120 Noida,Noida",28.585757,77.396668,70.0,16.2153397142857
Dealer,0,0,3,BHK,1783.6873680000000,1,1,"Whitefield,Bangalore",12.9958935,77.761394,110.0,16.2153397090909
Owner,0,0,3,BHK,1459.143969,1,1,"Tumkur Road,Bangalore",13.342220000000000,77.10167,90.0,16.2127107666667
Dealer,0,0,3,BHK,1539.957854,1,1,"E M Bypass,Kolkata",22.54111,88.33778000000000,95.0,16.2100826736842
Dealer,1,1,3,BHK,1621.008267,0,1,"Electronic City,Bangalore",12.8458,77.6727,100.0,16.21008267
Dealer,0,1,1,BHK,470.0162075,1,1,"Moshi,Pune",18.669919,73.853723,29.0,16.2074554310345
Dealer,0,0,3,BHK,1782.8200970000000,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,110.0,16.2074554272727
Owner,0,0,3,BHK,1620.482904,1,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,100.0,16.20482904
Owner,0,1,3,BHK,1620.482904,1,1,"Navalur,Chennai",12.845659,80.231049,100.0,16.20482904
Owner,0,0,3,BHK,1280.181494,1,1,"Banaswadi,Bangalore",13.008071000000000,77.65129500000000,79.0,16.2048290379747
Owner,0,0,2,BHK,891.1211925000000,1,1,"Kashiviswanath Road,Rajkot",22.29691,70.79836,55.0,16.2022035
Dealer,0,0,2,BHK,1250.0,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,77.0,16.2
Owner,0,0,2,BHK,1125.0,1,1,"Shivaji Nagar,Nagpur",21.1373,79.0565,69.3,16.2
Dealer,0,0,3,BHK,1555.159566,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,96.0,16.1995788125
Dealer,1,1,3,BHK,1328.150308,0,1,"Ravet,Pune",18.651598,73.735448,82.0,16.1969549756098
Dealer,0,0,2,BHK,907.0294785,1,1,"Basaveshwara Nagar Yelahanka,Bangalore",12.985039,77.54383,56.0,16.1969549732143
Owner,0,0,2,BHK,1263.1578950000000,1,1,"5th Phase JP Nagar,Bangalore",12.905368,77.580403,78.0,16.1943319871795
Dealer,0,0,4,BHK,2429.149798,1,1,"Action Area III,Kolkata",22.54111,88.33778000000000,150.0,16.1943319866667
Dealer,0,1,4,BHK,2105.2631580000000,1,0,"Sector-69 Gurgaon,Gurgaon",28.392385000000000,77.035763,130.0,16.1943319846154
Owner,0,0,5,BHK,4858.299595,1,1,"Avinashi Road,Coimbatore",11.19528,77.26861,300.0,16.1943319833333
Owner,0,0,2,BHK,574.8987854,1,1,"Junction Plot,Rajkot",22.31162,70.800294,35.5,16.1943319830986
Dealer,1,1,2,BHK,1128.7449390000000,0,1,"Hinjewadi,Pune",18.5853,73.7413,69.7,16.1943319799139
Owner,0,0,2,BHK,680.0518135,1,1,"Nagarbhavi,Bangalore",12.957468000000000,77.516563,42.0,16.1917098452381
Dealer,0,0,1,BHK,680.0518135,1,1,"Karanjade,Lalitpur",24.690280000000000,78.41889,42.0,16.1917098452381
Owner,0,0,3,BHK,850.0647668000000,1,1,"Jiwaji Ganj,Gwalior",26.210449,78.146105,52.5,16.1917098438095
Dealer,0,1,3,BHK,1619.170984,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,100.0,16.19170984
Dealer,1,1,3,BHK,1619.170984,0,1,"Sector-107 Noida,Noida",28.546788,77.37849400000000,100.0,16.19170984
Dealer,1,1,3,BHK,1942.690627,0,1,"Sector-65 Mohali,Mohali",30.696627000000000,76.693764,120.0,16.1890885583333
Dealer,0,0,4,BHK,2104.581512,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,130.0,16.1890885538462
Dealer,0,1,1,BHK,615.0857883,1,1,"Ravet,Pune",18.651598,73.735448,38.0,16.1864681131579
Owner,0,0,2,BHK,1149.0532450000000,1,1,"Budigere,Bangalore",13.141581,77.749756,71.0,16.1838485211268
Owner,0,0,2,BHK,890.1116686,1,1,"Virugambakkam,Chennai",13.0463,80.1913,55.0,16.18384852
Owner,0,0,3,BHK,1780.2233370000000,1,1,"Harlur Road,Bangalore",12.904179,77.665897,110.0,16.1838485181818
Owner,0,0,3,BHK,1779.935275,1,1,"Kaloor,Kochi",9.994,76.292,110.0,16.1812297727273
Dealer,0,0,2,BHK,1100.145608,1,1,"Wadgaon Sheri,Pune",18.549645,73.924971,68.0,16.1786118823529
Owner,0,0,1,BHK,550.0728038,1,1,"Noida sector 82,Noida",28.530661,77.372736,34.0,16.1786118764706
Dealer,0,0,1,BHK,622.6750768000000,1,1,"Kharadi,Pune",18.5438,73.9438,38.5,16.1733786181818
Builder,1,1,1,BHK,679.0622474000000,0,0,"Ulwe,Lalitpur",24.690280000000000,78.41889,42.0,16.168148747619
Builder,1,1,1,BHK,679.0622474000000,0,0,"Ulwe,Mumbai",18.973908000000000,73.02510600000000,42.0,16.168148747619
Dealer,0,1,3,BHK,1455.1333870000000,1,1,"Bommanahalli,Bangalore",12.907374,77.625811,90.0,16.1681487444444
Owner,0,0,3,BHK,1293.033781,1,1,"Kudlu,Bangalore",12.887840000000000,77.654131,80.0,16.1629222625
Dealer,1,1,1,BHK,695.005657,0,1,"Dronagiri,Lalitpur",24.690280000000000,78.41889,43.0,16.162922255814
Dealer,0,0,3,BHK,1939.2372330000000,1,1,"Jalahalli,Bangalore",13.0519,77.5416,120.0,16.160310275
Owner,0,0,2,BHK,1131.0389400000000,1,1,"BTM 4th Stage,Bangalore",12.96991,77.59796,70.0,16.1576991428571
Dealer,0,0,2,BHK,1260.096931,1,1,"NIBM,Pune",18.475864,73.89000900000000,78.0,16.1550888589744
Owner,0,0,4,BHK,2100.161551,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,130.0,16.1550888538462
Dealer,0,0,4,BHK,2746.365105,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000000,170.0,16.1550888529412
Dealer,0,0,4,BHK,3069.466882,1,1,"Sector-104 Gurgaon,Gurgaon",28.474616000000000,76.990309,190.0,16.1550888526316
Owner,0,0,2,BHK,1050.080775,1,1,"Sector-18 Vasundhara,Ghaziabad",28.659980000000000,77.37027900000000,65.0,16.1550888461538
Owner,0,0,2,BHK,1050.080775,1,1,"Wakad,Pune",18.5993,73.7625,65.0,16.1550888461538
Dealer,0,0,2,BHK,1050.080775,1,1,"Sector 20 Ulwe,Lalitpur",28.5822,77.3293,65.0,16.1550888461538
Owner,0,0,2,BHK,1050.080775,1,1,"Shivaji Nagar,Nagpur",21.1373,79.0565,65.0,16.1550888461538
Dealer,0,0,2,BHK,1050.080775,1,1,"Ganesh Nagar,Pune",18.590877,73.862713,65.0,16.1550888461538
Owner,0,0,2,BHK,1050.080775,1,1,"Kothannur,Bangalore",12.581437,77.322174,65.0,16.1550888461538
Owner,0,0,2,BHK,1050.080775,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,65.0,16.1550888461538
Dealer,0,0,2,BHK,1050.080775,1,1,"Sector-62 Noida,Noida",28.6221,77.3674,65.0,16.1550888461538
Owner,0,0,1,BHK,419.96446450000000,1,1,"Old Pallavaram,Chennai",12.959239,80.170009,26.0,16.1524794038462
Dealer,0,1,4,BHK,2260.981912,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,140.0,16.1498708
Owner,0,0,2,BHK,1195.090439,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,74.0,16.1498707972973
Owner,0,0,3,BHK,1130.308413,1,1,"Bhattakufer,Shimla",31.10333,77.17222,70.0,16.1472630428571
Dealer,0,0,3,BHK,1550.137252,1,1,"Salt Lake,Kolkata",22.54111,88.33778000000000,96.0,16.1472630416667
Dealer,0,1,2,BHK,1550.137252,1,1,"Sector-104 Gurgaon,Gurgaon",28.474616000000000,76.990309,96.0,16.1472630416667
Dealer,0,0,4,BHK,2422.0894560000000,1,1,"Ardendale,Bangalore",50.817397,4.42145,150.0,16.14726304
Dealer,0,0,4,BHK,2099.144195,1,1,"Suraksha Nagar,Bangalore",20.098413,79.10786,130.0,16.1472630384615
Owner,0,0,3,BHK,839.6576780000000,1,1,"Sanjauli,Shimla",31.103187,77.195515,52.0,16.1472630384615
Dealer,0,0,1,BHK,807.3631519000000,1,1,"Nagoa,Goa",48.134195,11.584111,50.0,16.147263038
Owner,0,0,2,BHK,1291.781043,1,1,"Sector-6 Gandhinagar,Gandhinagar",23.213646,72.63470800000000,80.0,16.1472630375
Owner,0,0,4,BHK,2260.251857,1,1,"Wilson Garden,Bangalore",12.9506,77.5952,140.0,16.1446561214286
Dealer,0,1,1,BHK,645.7862448,1,1,"Porvorim,Goa",15.40194,74.04333000000000,40.0,16.14465612
Dealer,0,0,3,BHK,1097.836616,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,68.0,16.1446561176471
Owner,0,0,3,BHK,1130.125928,1,1,"Hastinapuram,Chennai",12.939086,80.148454,70.0,16.1446561142857
Owner,0,0,2,BHK,1130.125928,1,1,"Sane Guruji Vasahat,Kolhapur",16.7,74.23333000000000,70.0,16.1446561142857
Owner,0,0,3,BHK,1129.943503,1,1,"Narhi,Lucknow",26.848159000000000,80.94995,70.0,16.1420500428571
Dealer,0,0,2,BHK,1129.943503,1,1,"Khadakpada,Lalitpur",24.690280000000000,78.41889,70.0,16.1420500428571
Dealer,0,0,3,BHK,1291.155584,1,1,"Chromepet,Chennai",12.95161,80.14097,80.0,16.1394448
Dealer,0,1,2,BHK,1275.016139,1,1,"Thanisandra,Bangalore",13.055985,77.622157,79.0,16.1394447974684
Dealer,1,1,3,BHK,1021.461998,0,0,"Zirakpur,Chandigarh",30.662283000000000,76.822397,63.3,16.1368404107425
Dealer,0,0,1,BHK,710.0209779,1,1,"Ulwe,Lalitpur",24.690280000000000,78.41889,44.0,16.1368404068182
Owner,0,0,3,BHK,1565.020975,1,1,"Shikaripalya,Bangalore",12.96991,77.59796,97.0,16.1342368556701
Owner,0,0,3,BHK,1774.766054,1,1,"Nehru Nagar,Bangalore",19.062322,72.88075400000000,110.0,16.1342368545455
Owner,0,0,5,BHK,2420.1355280000000,1,1,"Sector-61 Noida,Noida",28.5942,77.3675,150.0,16.1342368533333
Owner,0,0,2,BHK,1210.0677640000000,1,1,"Kadubeesanahalli,Bangalore",12.938382,77.693968,75.0,16.1342368533333
Dealer,0,0,2,BHK,1210.0677640000000,1,1,"Kattanallur,Bangalore",12.96991,77.59796,75.0,16.1342368533333
Owner,0,0,2,BHK,1210.0677640000000,1,1,"6th Phase JP Nagar,Bangalore",35.0,136.0,75.0,16.1342368533333
Dealer,1,1,1,BHK,679.2513714000000,0,1,"Rahatani,Pune",18.602428,73.787111,42.1,16.1342368503563
Dealer,1,1,2,BHK,968.0542110000000,0,1,"Porur,Chennai",13.03478,80.15586,60.0,16.13423685
Dealer,1,1,3,BHK,1348.604614,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,83.6,16.131634138756
Dealer,1,1,3,BHK,1348.604614,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,83.6,16.131634138756
Dealer,1,1,3,BHK,1348.604614,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,83.6,16.131634138756
Dealer,1,1,4,BHK,3065.010486,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,190.0,16.1316341368421
Dealer,1,1,4,BHK,3065.010486,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,190.0,16.1316341368421
Dealer,1,1,4,BHK,3065.010486,0,1,"sector-121 Noida,Noida",28.602325,77.40199400000000,190.0,16.1316341368421
Dealer,1,1,3,BHK,1774.479755,0,1,"Bellandur,Bangalore",12.9255,77.6765,110.0,16.1316341363636
Dealer,1,1,3,BHK,1935.796096,0,0,"Sector-65 Mohali,Mohali",30.696627000000000,76.693764,120.0,16.1316341333333
Dealer,0,0,3,BHK,1226.0041940000000,1,1,"Uniworld City,Kolkata",22.560951,88.495491,76.0,16.1316341315789
Builder,1,0,3,BHK,1233.870968,0,0,"Kanke,Ranchi",23.35556,85.33472000000000,76.5,16.1290322614379
Dealer,1,1,3,BHK,1612.903226,0,0,"Sector-102 Gurgaon,Gurgaon",28.479440000000000,76.971432,100.0,16.12903226
Dealer,1,1,2,BHK,1214.5161290000000,0,0,"Sector-102 Gurgaon,Gurgaon",28.479440000000000,76.971432,75.3,16.1290322576361
Dealer,0,1,4,BHK,2258.064516,1,0,"Sector-106 Gurgaon,Gurgaon",28.50437,76.996356,140.0,16.1290322571429
Dealer,0,1,3,BHK,1774.193548,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,110.0,16.1290322545455
Dealer,1,0,3,BHK,1403.2258060000000,0,1,"Cuttack Puri Road,Bhubaneswar",20.324661,85.86347000000000,87.0,16.1290322528736
Owner,0,1,2,BHK,1290.1144980000000,1,1,"Whitefield,Bangalore",12.9958935,77.761394,80.0,16.126431225
Dealer,1,0,1,BHK,645.0572488,0,1,"Sector 23 Ulwe,Lalitpur",28.509982,77.05185,40.0,16.12643122
Dealer,1,0,1,BHK,645.0572488,0,1,"Sector 23 Ulwe,Maharashtra",18.663883,73.767663,40.0,16.12643122
Dealer,1,1,3,BHK,1935.171746,0,1,"Sector-65 Mohali,Mohali",30.696627000000000,76.693764,120.0,16.1264312166667
Owner,1,1,3,BHK,1934.859723,0,1,"Sector-110 Noida,Noida",28.536585,77.383669,120.0,16.123831025
Dealer,1,0,3,BHK,1385.037085,0,1,"Manyata Tech Park,Bangalore",21.204896000000000,81.18395600000000,85.9,16.123831024447
Dealer,1,1,2,BHK,999.6775234000000,0,1,"Hadapsar,Pune",18.49667,73.94167,62.0,16.1238310225806
Dealer,1,1,2,BHK,999.6775234000000,0,1,"Hadapsar,Pune",18.49667,73.94167,62.0,16.1238310225806
Owner,0,0,3,BHK,1451.144792,1,1,"Narendra Nagar,Nagpur",21.105779000000000,79.078497,90.0,16.1238310222222
Owner,0,1,3,BHK,1934.547799,1,1,"KR Puram,Bangalore",13.010349,77.712151,120.0,16.1212316583333
Dealer,0,1,3,BHK,1773.0496450000000,1,1,"Sarjapur Road,Bangalore",12.86,77.786,110.0,16.1186331363636
Dealer,0,1,3,BHK,1773.0496450000000,1,1,"NIBM,Pune",18.475864,73.89000900000000,110.0,16.1186331363636
Owner,0,1,3,BHK,1450.209475,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,90.0,16.1134386111111
Owner,0,0,3,BHK,1450.209475,1,1,"Basavanna Nagar,Bangalore",15.333254,75.14395400000000,90.0,16.1134386111111
Owner,0,0,3,BHK,1450.209475,1,1,"Charmwood Village,Faridabad",28.494181,77.290609,90.0,16.1134386111111
Dealer,0,0,3,BHK,1450.209475,1,1,"Bhumkar Nagar,Pune",18.527830000000000,73.875757,90.0,16.1134386111111
Owner,0,0,2,BHK,1450.209475,1,1,"Hennur Road,Bangalore",13.0306,77.6485,90.0,16.1134386111111
Dealer,0,0,2,BHK,1450.209475,1,1,"Kamothe,Lalitpur",19.0168,73.09646,90.0,16.1134386111111
Owner,0,0,2,BHK,725.1047374,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,45.0,16.1134386088889
Dealer,0,0,3,BHK,2094.747019,1,1,"New Town,Kolkata",22.5922,88.484911,130.0,16.1134386076923
Builder,1,1,2,BHK,565.5816951,0,0,"Karjat,Mumbai",18.96667,72.83333,35.1,16.1134386068376
Dealer,0,0,3,BHK,1611.0842600000000,1,1,"Eon Free Zone,Pune",18.5511925,73.94993650000000,100.0,16.1108426
Dealer,0,1,2,BHK,1031.093926,1,1,"Karanjade,Lalitpur",24.690280000000000,78.41889,64.0,16.11084259375
Dealer,1,1,3,BHK,1448.131443,0,1,"Tumkur Road,Bangalore",13.342220000000000,77.10167,89.9,16.1082474193548
Owner,0,0,2,BHK,1047.036082,1,1,"Bijlinagar,Pune",18.52361,73.84778,65.0,16.1082474153846
Dealer,0,1,4,BHK,2254.791432,1,0,"Sector-106 Gurgaon,Gurgaon",28.50437,76.996356,140.0,16.1056530857143
Dealer,0,0,3,BHK,1610.565308,1,1,"Hosur Road,Bangalore",12.752264,77.45273900000000,100.0,16.10565308
Dealer,0,1,3,BHK,1610.565308,1,0,"Sector-106 Gurgaon,Gurgaon",28.50437,76.996356,100.0,16.10565308
Dealer,0,1,3,BHK,1771.336554,1,1,"Sector-83 Gurgaon,Gurgaon",28.396092,76.972169,110.0,16.1030595818182
Dealer,0,0,2,BHK,1149.7584540000000,1,1,"Manyata Tech Park,Bangalore",21.204896000000000,81.18395600000000,71.4,16.1030595798319
Dealer,0,0,3,BHK,1610.046691,1,1,"Yelahanka,Bangalore",13.11389,77.59833,100.0,16.10046691
Dealer,0,0,3,BHK,1771.0513600000000,1,1,"Khudiram Metro, E.M Bypass,Kolkata",22.54111,88.33778000000000,110.0,16.1004669090909
Owner,0,0,2,BHK,1000.0,1,1,"Austin Town,Bangalore",12.96991,77.59796,62.0,16.1
Owner,0,0,2,BHK,1000.0,1,1,"Mariyannapalya,Bangalore",13.112592000000000,77.43476700000000,62.0,16.1
Dealer,0,0,2,BHK,1000.0,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,62.0,16.1
Dealer,0,0,2,BHK,1000.0,1,1,"Baridih,Jamshedpur",22.800527,86.25166,62.0,16.1
Dealer,0,0,2,BHK,1000.0,1,1,"Balewadi,Pune",18.097689000000000,74.735239,62.0,16.1
Dealer,0,0,1,BHK,500.0,1,1,"Choolaimedu,Chennai",13.0578,80.2267,31.0,16.1
Dealer,1,1,2,BHK,1158.860454,0,1,"Sarjapur Road,Bangalore",12.86,77.786,72.0,16.0952840833333
Dealer,0,1,2,BHK,1030.098181,1,1,"Wakad,Pune",18.5993,73.7625,64.0,16.095284078125
Dealer,0,0,2,BHK,1400.0643710000000,1,1,"Sector-10/B Ulwe,Maharashtra",18.964489,73.019574,87.0,16.0926939195402
Owner,0,0,2,BHK,700.0321854000000,1,1,"Jalahalli West,Bangalore",13.053873,77.525513,43.5,16.0926939172414
Dealer,0,0,5,BHK,12067.578440000000,1,1,"Sathya Sai Layout,Bangalore",12.929162,77.629041,750.0,16.0901045866667
Dealer,0,1,4,BHK,3539.823009,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,220.0,16.0901045863636
Dealer,0,0,3,BHK,1769.6267700000000,1,1,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,110.0,16.0875160909091
